sentence_id	sentence	locale	reason
ef910dee143aecaaeb3e4f3479aa81191d260a83166a0791189b2b6b7522da38	His daughter, Fiona Dourif, also starred with him.	en	different-language
ef910dee143aecaaeb3e4f3479aa81191d260a83166a0791189b2b6b7522da38	His daughter, Fiona Dourif, also starred with him.	en	...
16a969e0ef1c592ad51d98116777a2cdd139cd94addd2a72750301ed5d140e8a	اسلامُ علیکم یہ میرا دوسرا چینل یے اس کو سبکرائب کریں۔میں 	en	sc-different-language
ef8dae1a9aae0a2a3bb3a8532d16ba72b810df3b972a5f949866acb37df0ce56	The loss of legal title to their land became a major grievance.	en	difficult-pronounce
208f2f1a425dd2034bb89eca1b5a72132f1b6ec9d469d5efd69294d9baf43b09	Alaak is admitted to Caltech 	en	grammar-or-spelling
208f2f1a425dd2034bb89eca1b5a72132f1b6ec9d469d5efd69294d9baf43b09	Alaak is admitted to Caltech 	en	.
d817de85645d80b04d0fe0f259e2b2f72cc9344804676554cddef397508e53f3	Michele was a good swimmer 	en	.
11507ecd79a1a4fd4239802dc8daa4c99e0390db962cefad07b956a429ef6a19	Above stars, the crown, timeless, crowns the stars above	en	grammar-or-spelling
11507ecd79a1a4fd4239802dc8daa4c99e0390db962cefad07b956a429ef6a19	Above stars, the crown, timeless, crowns the stars above	en	.
efea5f4503cf1703348c7ad2ddf26415e82aaf221bf9f5e7be0b5b75dd43d76e	He has also produced such movies as Great Balls of Fire!	en	difficult-pronounce
efea5f4503cf1703348c7ad2ddf26415e82aaf221bf9f5e7be0b5b75dd43d76e	He has also produced such movies as Great Balls of Fire!	en	different-language
efea5f4503cf1703348c7ad2ddf26415e82aaf221bf9f5e7be0b5b75dd43d76e	He has also produced such movies as Great Balls of Fire!	en	grammar-or-spelling
efea5f4503cf1703348c7ad2ddf26415e82aaf221bf9f5e7be0b5b75dd43d76e	He has also produced such movies as Great Balls of Fire!	en	offensive-language
efea5f4503cf1703348c7ad2ddf26415e82aaf221bf9f5e7be0b5b75dd43d76e	He has also produced such movies as Great Balls of Fire!	en	Arshadaami339@gmail.com
efdbe45416c26ad01d76abcf190edeef1f098d15b131590ee165162698460e93	Kaufman split playing time with Tyrone Wheatley in the latter part of his career.	en	offensive-language
efdbe45416c26ad01d76abcf190edeef1f098d15b131590ee165162698460e93	Kaufman split playing time with Tyrone Wheatley in the latter part of his career.	en	grammar-or-spelling
efdbe45416c26ad01d76abcf190edeef1f098d15b131590ee165162698460e93	Kaufman split playing time with Tyrone Wheatley in the latter part of his career.	en	different-language
efdbe45416c26ad01d76abcf190edeef1f098d15b131590ee165162698460e93	Kaufman split playing time with Tyrone Wheatley in the latter part of his career.	en	difficult-pronounce
eff64e8e0e84e1bfa1ba4eed71d0158132410234044b1b6da38afcd7119fcd5c	Journalist Ansel Herz blogged that he felt that Mac had breached journalistic ethics.	en	offensive-language
eff64e8e0e84e1bfa1ba4eed71d0158132410234044b1b6da38afcd7119fcd5c	Journalist Ansel Herz blogged that he felt that Mac had breached journalistic ethics.	en	grammar-or-spelling
eff64e8e0e84e1bfa1ba4eed71d0158132410234044b1b6da38afcd7119fcd5c	Journalist Ansel Herz blogged that he felt that Mac had breached journalistic ethics.	en	different-language
eff64e8e0e84e1bfa1ba4eed71d0158132410234044b1b6da38afcd7119fcd5c	Journalist Ansel Herz blogged that he felt that Mac had breached journalistic ethics.	en	difficult-pronunciation
eff62332629976f0f170b6602fa7a1e35c627f300e52876962188565a0248282	He continued to managed the Skagway store.	en	grammar-or-spelling
42ff6be3eb3667462a541b57efc98f596e6bd07eedd65d79c8fbcb7eb9d7e79a	Giving for nothing 	en	.
c813d6e12426da19e09d00b58dc982e538a9898ae2976f9980d938a407cdba98	Children like to be the centre of attention	en	.
8531556d316088f24c77c53e8e08ace3e5a99c991f8c5cee0db4f9e7a8e05836	ကြိုးစားပါ့မယ်	en	sc-different-language
f02fa6dbc1265fcf57a40756dc74a04f9b905a87badf004dbc02a3fae65a2234	His conversion sparked the start of his career as an evangelist.	en	offensive-language
f02fa6dbc1265fcf57a40756dc74a04f9b905a87badf004dbc02a3fae65a2234	His conversion sparked the start of his career as an evangelist.	en	grammar-or-spelling
f02fa6dbc1265fcf57a40756dc74a04f9b905a87badf004dbc02a3fae65a2234	His conversion sparked the start of his career as an evangelist.	en	different-language
f02fa6dbc1265fcf57a40756dc74a04f9b905a87badf004dbc02a3fae65a2234	His conversion sparked the start of his career as an evangelist.	en	difficult-pronounce
16a969e0ef1c592ad51d98116777a2cdd139cd94addd2a72750301ed5d140e8a	اسلامُ علیکم یہ میرا دوسرا چینل یے اس کو سبکرائب کریں۔میں 	en	sc-different-language
32f1b88edb38a88fdcdc1082a86a4bcb02e0246f664cdadc4f7a96ae48df9a00	You have to simply believe in what you can not see	en	.
e7c784ffa49b905c5b84a8e2b745694ea2f6161a677fb02bd41f740127def9ab	Mambo vipi aisee	en	sc-different-language
f048368d42ce501e5333c24e57db6d3ceb440e563adffa3288118d11ffb12666	Meckwell bidding is highly sophisticated variation of Precision system.	en	grammar-or-spelling
f04905dc91f426b334af2778a370ab38d6fc281c03ae27600018609494cbdbf0	"Wonderful" is the final realization and arguably passion-fused, more so then the title track.	en	grammar-or-spelling
f03916bc7b52236236eb28c2b89678daa03c0b223e8d192d2665a286662ee0c7	Being released he visited Italy, came into touch with foreign reformers.	en	grammar-or-spelling
33f6909c7097cd3066561aff11b25886e3cdbd00fa7461ffc1a09ce7f628360d	To pledge my allegiance to the homeland, that drank my brother’s blood
	en	.
f2d6a9ad97119927709806feb598f9ddfc58790c5ca96857e714ee3938afa085	I seem to have misplaced my luggage. Have you seen anything?	en	2 sentences
f07186a8421c7fc431aae9b0c4c649e15b60bda2619d174dc167733a8145ce79	Overall, the episode was received with positive comments by critics and news sources.	en	offensive-language
f07186a8421c7fc431aae9b0c4c649e15b60bda2619d174dc167733a8145ce79	Overall, the episode was received with positive comments by critics and news sources.	en	grammar-or-spelling
f07186a8421c7fc431aae9b0c4c649e15b60bda2619d174dc167733a8145ce79	Overall, the episode was received with positive comments by critics and news sources.	en	different-language
f07186a8421c7fc431aae9b0c4c649e15b60bda2619d174dc167733a8145ce79	Overall, the episode was received with positive comments by critics and news sources.	en	difficult-pronounce
f07186a8421c7fc431aae9b0c4c649e15b60bda2619d174dc167733a8145ce79	Overall, the episode was received with positive comments by critics and news sources.	en	Scam
f04e21c27a3de859ead6a04962d336e1dbfc7ffed994361a194207239bc732db	Viswanath, Mazumdar, Pandey, Juneja and Singh were making their debut in first class cricket.	en	different-language
f063cd852d7dd8b6fc6a78a3fae65d7f35a35cc2dd3aec952b4ddf1339ad33e1	The Talysh call Lerik as "Lik".	en	different-language
f0726351d96cdea5eaf6b23f7a32bab5df9447e4b19056757c159c52973a952e	The U-Bahn station was to be called Karl-Bonhoeffer-Nervenklinik after the psychiatric clinic.	en	different-language
f041f836969284e5e28f9f335b34095010fb3e497266ed03c856616e87a330fb	He believed that stopping glycosuria was the major method of controlling diabetes.	en	difficult-pronounce
f063c991bec0c5ca41840e51d1cd1a8041a10785f5ccaa8950f93f95b9162a0d	Cable vibrations were experienced during construction and secondary cables were added to eliminate this.	en	difficult-pronounce
f04f7df21eacd8e6b913948860676c328d768cdabeab13994be1472ffa75f512	Akinwande was strangely subdued and spent much of the fight attempting to clinch Lewis.	en	difficult-pronounce
f066784ffb7578da6188cc62637f67ca977a05e4f38f379e785dd5c4ab6df5c8	Miesque was foaled in Lexington, Kentucky, United States.	en	difficult-pronounce
f06bb0a4566d72fb7f9da28efa39b6f8d5a6e3b8a0faebe4308f48c6266bbcef	It has trifoliate leaves and pink bisexual flowers arranged on branches below the leaves.	en	difficult-pronounce
f0562328868564d31e3e49f17180731e6420deb5dfe7c132d2d0e4874d33db1c	Subtropical gyres dominated the circulation pattern.	en	difficult-pronounce
f068e1abe45b6d6c73846651b5f12b809824089eee55377887b91f532e9817f2	Gibraltarians have full right of residence in Gibraltar.	en	difficult-pronounce
f068e1abe45b6d6c73846651b5f12b809824089eee55377887b91f532e9817f2	Gibraltarians have full right of residence in Gibraltar.	en	different-language
f04d14a8639a1136704cace534d1578651a46d093bb01285141b3498495e1e80	Cheyenne Jackson Goes to the Movies.	en	difficult-pronounce
f072ac09920e98872f849a80ed870b460d2c4a849c5a4162a99c03228d373b3e	Autosomal trisomy can be associated with birth defects, intellectual disability and shortened life expectancy.	en	difficult-pronounce
f05c41d132daf80645424285aaa32dd6a7da28016418e165fab679fc733adbb7	The pure material is a white, unstable crystalline, hygroscopic compound.	en	difficult-pronounce
f0490c216b2765b6480a1c0a71d99f5f3d2bd2c321ff5893ba942003e2e24373	The village has a large number of educated Touareg people.	en	difficult-pronounce
f07b559b0169dac2611ef9e729a2729faad26e5dc8c4245cf9fa8aeadc7a4a7e	They came to the place where Elephant was walking along the bank.	en	english
346fc642b1d25af72b117ea38ed6569bdceb6b7b2b34ec013ca4d107e2df5307	Olá! Bem vindo ao nosso serviço de atendimento ao cliente. Como posso ajudar?	en	sc-different-language
6cf0bfceeafaa952174fac9c399f59d5311897a690e27eb9cb57c872073f8e80	Tôi ăn cơm gà cho bữa tối	en	sc-different-language
82e3aef9ba5184c2887c953b41eae18311936bdebd18f1a3e904468a6b4e0f21	السلام عليكم و رحمة الله و بركاته	en	sc-different-language
94b57e57cf753a933d35fcd56606e3f571d037b690b2d4e575c1e2e72660f127	We prefer to place them in boxes, since they are easier to make	en	.
e3ce699c8246a6a1be30cf3074c719009d3dbf2661767d81253ce3288e9e4f3a	بلەز نڤێژێ نەکە..
تو دزانی ئەگەر نڤێژی بلەز بکەی …
هەروەکی تە نڤێژ نەکری 	en	sc-different-language
f95f65283cf759d0ae7ea77df459ecaf724c4babc23b7ccd9ae600ab7f8e2197	habari yako mimi ni mkadinali kutoka kenya	en	sc-different-language
f03e1f010fe30623e6ac56d1f2af9972f4be9256c5960fab1d1584fb89115c31	Colonization of plants by arbuscular mycorrhizal fungi is known to improve growth and biomass.	en	difficult-pronounce
f0582ec0dc0e969009d1000df2e2e6b7e7e8b2ea0ddb7fa4dbce7a799b0a85ac	Several missionary families have also settled in the north of the country.	en	offensive-language
f0582ec0dc0e969009d1000df2e2e6b7e7e8b2ea0ddb7fa4dbce7a799b0a85ac	Several missionary families have also settled in the north of the country.	en	grammar-or-spelling
f0582ec0dc0e969009d1000df2e2e6b7e7e8b2ea0ddb7fa4dbce7a799b0a85ac	Several missionary families have also settled in the north of the country.	en	different-language
f0582ec0dc0e969009d1000df2e2e6b7e7e8b2ea0ddb7fa4dbce7a799b0a85ac	Several missionary families have also settled in the north of the country.	en	difficult-pronounce
f0582ec0dc0e969009d1000df2e2e6b7e7e8b2ea0ddb7fa4dbce7a799b0a85ac	Several missionary families have also settled in the north of the country.	en	yes  do  you  want  me  to  go  to  work  now

2831eb2fb0387937eb154041487f9dbb309431c0267d8070d6c613979331bcf1	Dr. Roy Benaroch is a general pediatrician, an author, and an educator.	en	grammar-or-spelling
3cc08725080ad073d0884440e500121417c53190bcda3461aad394318decdda9	Roy Benaroch	en	.
1611504c53822ffcb744dbc40dce6934a848e2488ebe688735b77d2e17b3dc9b	БЛЯЯЯЯЯЯЯТЬ
СУКАААА	en	sc-different-language
5b16636cf5ca077dd3349e6987666a4c76470ab7d5fe114df8e19d59eb00fb9b	This is the voice test	en	.
f07e653ed0fb636e42e2715bf8e8c223d333671f6f3c7e49bf493cc2c2127daa	For an intuition behind the modularity condition see and below.	en	grammar-or-spelling
3cc9e37aa3f02ffc50609308fd93ac2cc5900829db8c53e49d871fe90360cdd3	Haye waaku salaamay	en	sc-different-language
f0abd3576cba3206df524004378d5622ddc12fb6e0dfe8549a34e3c9274da6eb	Space Concordia has build and launched four rockets so far.	en	grammar-or-spelling
f0a34064fe27ad2ccfb452a3dd98d3714617ef608dea279ff93409f7b34944ec	He has lives and works in France.	en	grammar-or-spelling
f0b251ea9b7a046d52b3b3527841bee78724e082e84ec3d6fcfd008d216b9e46	However Indra refused to do so.	en	grammar-or-spelling
f07e653ed0fb636e42e2715bf8e8c223d333671f6f3c7e49bf493cc2c2127daa	For an intuition behind the modularity condition see and below.	en	grammar-or-spelling
f0bf8a8c328ab27f92442e108457daf86079cf69ab2bfc38ba75cede15ed929c	This appointment destroyed her relationship with Maria Eleonora.	en	offensive-language
f0bf8a8c328ab27f92442e108457daf86079cf69ab2bfc38ba75cede15ed929c	This appointment destroyed her relationship with Maria Eleonora.	en	grammar-or-spelling
f0bf8a8c328ab27f92442e108457daf86079cf69ab2bfc38ba75cede15ed929c	This appointment destroyed her relationship with Maria Eleonora.	en	different-language
f0bf8a8c328ab27f92442e108457daf86079cf69ab2bfc38ba75cede15ed929c	This appointment destroyed her relationship with Maria Eleonora.	en	difficult-pronounce
f0bf8a8c328ab27f92442e108457daf86079cf69ab2bfc38ba75cede15ed929c	This appointment destroyed her relationship with Maria Eleonora.	en	My devices hackers please help
f0c0131b75e980d3b2cfa1a340eea13a404e93a57685b988f2b7b722047d4850	Today hard disks are used.	en	grammar-or-spelling
4bc8c3d4633be1e757e86ddc24c08ece84d4b06af41087aa86eb8def697077b0	saya mau makan	en	sc-different-language
591b13a97adfec613f6cd0b41986624805b8e83834b9735fd86ed85dddf715c1	Uploading an image to the endpoint without mounting the partition will cause an error	en	grammar-or-spelling
591b13a97adfec613f6cd0b41986624805b8e83834b9735fd86ed85dddf715c1	Uploading an image to the endpoint without mounting the partition will cause an error	en	.
f0bfa2afce348c52c7fb751a88179b09d77266efba8ea20a79f0cfb870e36d8f	A standard milk can weighed and held of milk.	en	grammar-or-spelling
6cc3846c49b1432e53d3542bfb4f4c3caf957a87f812e97a36ee2e7eb100fb7c	کوردستان	en	sc-different-language
94133a8f55c4d91f611ebc34996f5b00d791cf75669d7fde0a17c06e4f687201	Bienvenue
مرحبا	en	sc-different-language
f0f42642a1b83da1fc0320809617e323b073d6813b2c13604019faffe53d5a90	He is homosexual and dated to fellow actor Innocent Matijane.	en	grammar-or-spelling
f11cfba62264d3fc6635852936465642387032792e29d7d7c1b0e006c3b013da	Upon his eventual exchange, he rejoined his regiment.	en	different-language
f10dfa0b399eb9c04cbbc066cc3166879dc9a5183c09d18197548ae398c5d727	You're a young idiot!	en	offensive-language
17b982095042d7aad8db4312ea04eaaf92bb945a31a68104a5ede89a848baafe	مردوں کو اکثر اس طرح کی مراعات ملتی ہیں جو خواتین کو نہیں ملتیں	en	different-language
6f8f8202de1d4911d26edf31185c56b637d92524b24fcf9b1536b51fed60abda	فیمینزم اور پیٹریارکی کے درمیان ٹکراؤ بنیادی طور پر صنفی برابری اور طاقت	en	offensive-language
6f8f8202de1d4911d26edf31185c56b637d92524b24fcf9b1536b51fed60abda	فیمینزم اور پیٹریارکی کے درمیان ٹکراؤ بنیادی طور پر صنفی برابری اور طاقت	en	grammar-or-spelling
6f8f8202de1d4911d26edf31185c56b637d92524b24fcf9b1536b51fed60abda	فیمینزم اور پیٹریارکی کے درمیان ٹکراؤ بنیادی طور پر صنفی برابری اور طاقت	en	different-language
6f8f8202de1d4911d26edf31185c56b637d92524b24fcf9b1536b51fed60abda	فیمینزم اور پیٹریارکی کے درمیان ٹکراؤ بنیادی طور پر صنفی برابری اور طاقت	en	difficult-pronounce
2af1f5aab1ed3856b41d04da40edbe80e555996deec6bcf93e0511f0d47fa4d1	جیسے کہ تعلیمی اور پیشہ ورانہ مواقع، سیاسی طاقت، اور معاشرتی وقار	en	different-language
25d0a36545fbb1dc93ee06151c3b7f24ea78009c8846894dc31240b0c28da553	فیمینزم اور پیٹریارکی دو ایسی اصطلاحات ہیں جو معاشرتی ڈھانچے	en	different-language
708b34c0b5d8688d03576738768d800edf71f116086f9951c8dc31331506de29	میں اہم کردار ادا کیا ہے	en	different-language
7b2b4a2f3731540f5ed20d17ba12eebde29c8b46774c4b6a2f4294f38dc11d4d	تو اس کے شہر میں کچھ دن ٹھہر کے دیکھتے ہیں	en	different-language
6b507eb2c4b0cab3cc82fc3ebe767f30c2ea57bc7e0c5946d1e84a1057cfe3fd	 مختلف شکلوں میں موجود ہے۔ اس نظام کے تحت	en	different-language
503985580fa2f086ba0764dcf239a63e5504e54c534ba552e43180fabab7b034	سنا ہے لوگ اُسے آنکھ بھر کے دیکھتے ہیں	en	different-language
17b982095042d7aad8db4312ea04eaaf92bb945a31a68104a5ede89a848baafe	مردوں کو اکثر اس طرح کی مراعات ملتی ہیں جو خواتین کو نہیں ملتیں	en	different-language
8395ae31aa6426d609386a7954d5d102a68376d31e4fcc8f4d2173210250cce3	اب تیری یاد بھی کیسی عجب کمزوری ہے	en	different-language
1a03da6015dba245ebbbe8b6c4ebc71ae770e1996f576d4d86bbdfa2174c818e	ہم کل ایک نئے شہر جائیں گے۔	en	different-language
82c7de77b4c321f05ce18a999e0d545030515aba38b44ae241ea690b06600eb5	I love my babies  mahn	en	grammar-or-spelling
74a36c83f00327cc306ef9ed6352bb0d18a8e46912aedd144c12da1e55b0f8a6	فیمینزم ایک نظریہ اور تحریک ہے جو صنفی برابری، خواتین کے حقوق	en	different-language
2ae313c111f0e4e57fea67ae8d6d6b364c462a97ac8426d0b46890aff531b3f9	میرے پاس کافی کتابیں ہیں	en	different-language
25d0a36545fbb1dc93ee06151c3b7f24ea78009c8846894dc31240b0c28da553	فیمینزم اور پیٹریارکی دو ایسی اصطلاحات ہیں جو معاشرتی ڈھانچے	en	different-language
3184971abbff4f85b96c7937ed9bf75152b0b94953fcd6eecb66d054350f7da9	آج میں نے بہت محنت کی۔	en	sc-different-language
325f8b9cfa979727e0bb26b69bc07fe8568a5e95415578b93f027278cdeca785	میں نے آج صبح ایک خط لکھا۔	en	sc-different-language
32dcfd29ba183e25241e136a14ef2d68c7a1c5c8a942a9785e3a2689cf30d7a0	آپ کا پسندیدہ کھیل کون سا ہے؟	en	sc-different-language
3d57ac4d6f0f3254eee6f8112747fd0f5a536071f61674de6d600eb9e9f504bd	آپ کی پسندیدہ کتاب کون سی ہے؟	en	sc-different-language
425780d076dc615d18f389cf6085d6edfbf98d7464324722360f356a165d8625	میرے استاد بہت اچھے ہیں۔	en	sc-different-language
48d9ba541009bf5eab41735f2d8c48a9684a2b29ee73b39ec2b7bbc60318d441	میں اردو سیکھنا چاہتا ہوں۔	en	sc-different-language
49b1fa103c2473635e2d18efeaa17061292bec643b8e32e4b3c45b7226e9c3f4	آپ نے کل کیا کھایا تھا؟	en	sc-different-language
511b6af78836ac3c2802879529ce995650329d1cc0c3eb4ca204cdec5f96772a	کل ہم پارک گئے تھے۔	en	sc-different-language
5324060bdf3001e6ffc0f4b8c4db77496ad88c94fc24da0ed3b581895649b8ed	کیا آپ کو سردی لگ رہی ہے؟	en	sc-different-language
57cb5581d835ffe04486ce434aa1c38a44ee0e6d07c3649dea0fcd4b0e1636a2	کیا آپ کو مچھلی پسند ہے؟	en	sc-different-language
5b838cfa6fb8ad47c930f84a8ca6046a3216aba594e1294bfe787a19b759eee1	ہم کل گاؤں جا رہے ہیں۔	en	sc-different-language
5d147584d073ee68505e3aa728578f9abb1103ae818c86958d1f5b96013151c0	آپ کو یہ فلم کیسی لگی؟	en	sc-different-language
5e32fe4d606a789249ae55aac415d0e1125df5f4597953fe76920907d1a860c3	میں نے آج کافی پی۔	en	sc-different-language
61e263a39c689a1d65ac486c88ab18e02356dcf99d197238628ffd5d18c01c42	مجھے کھیلنا پسند ہے۔	en	sc-different-language
63bef537b2744d2f817734dcc5b5e8c5c0375506c1ac610b59e9de3a1c8e39e1	میرے دوست کا گھر بہت خوبصورت ہے۔	en	sc-different-language
648a737b114b8f9e154e1d17ee3a7aa15c4fec18072e5b72e5eb94ce082cf8be	آج صبح میں نے ورزش کی۔	en	sc-different-language
6bf85b3385a1c212301e0a493ded6c3f5d395f4f6ef4f0b6b1cc5fe4b00e315e	میں نے آج کافی پیا۔	en	sc-different-language
70cf95e23cfb6ad9c9f8bf827de924a3939f9f7b9dd36a4ef2599eeddb8a2860	آپ کو کتنی زبانیں آتی ہیں؟	en	sc-different-language
77418860d8f0beda4dda9dc7ae53b8f806e5cb1ac77ed5333e0b4ed5c5037d33	میں نے آج جوتے خریدے۔	en	sc-different-language
77571b0110a17d1c2628a5c1576cb89ceb4ef37e837dd3fb79e8f08707c01fff	آپ کو کھیلنے کا شوق ہے؟	en	sc-different-language
7c1c9001277e827a7bfec6f603573ac3aefa8decb6a04ff1688c677ae227156b	آپ کو کون سی فلم پسند ہے؟	en	sc-different-language
7e8f54ebc2dc357cd320922d60f4d80fb3361650f6e39dc047b1434194692d13	آپ کہاں کام کرتے ہیں؟	en	sc-different-language
